Id,Code,Name,Class,Standard Concept Caption,Domain,Vocabulary
44953667,58016096532,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44953496,58016078196,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44953495,58016078169,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44953494,58016078124,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44953094,58016029330,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44952276,55154273208,1 ML Dexamethasone phosphate 4 MG/ML Injection,11-digit NDC,Non-Standard,Drug,NDC
44952112,55045197001,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44951777,548680916,dexamethasone .75mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44951748,548680218,dexamethasone 4mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44951578,54569472800,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44951055,52959054730,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44951054,52959054721,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44950958,52637058710,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44950380,51432013003,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44950265,51129414801,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44950052,50732058710,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44949692,49884008501,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44949490,49349084152,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44949193,47679031030,Dexamethasone 10 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44947735,33261062590,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44947565,26053010601,Dexamethasone 2 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44947340,23490540401,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44947317,23360001230,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44947234,21695029030,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44946655,12770058730,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44944196,839602006,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44944137,814235046,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44944096,781640008,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44943657,615151510,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44943358,551017410,Dexamethasone 10 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44943260,536045282,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44943206,524008015,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44943095,471013728,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44942947,418192161,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44942823,402080710,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44942535,349833101,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44940904,544183,dexamethasone 2mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44940903,544180,dexamethasone .75mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44940769,32321511,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44940532,6004192,Dexamethasone 0.5 MG Oral Tablet [Decadron],11-digit NDC,Non-Standard,Drug,NDC
44940061,68788035801,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44938776,64579003400,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44936779,58016078199,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44936778,58016078193,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44936777,58016078187,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44936776,58016078173,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44936775,58016078105,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44935341,55048020230,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44934638,54569103400,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44934509,53978205703,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44934331,53235058705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44934268,53002047130,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44934065,52584051610,Dexamethasone 10 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44934057,52584016505,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44933956,52474110305,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44933487,51432012603,Dexamethasone 0.25 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44933427,51193058705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44933200,50761058705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44932992,50272058705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44932098,43797011311,Dexamethasone 8 MG/ML Injectable Suspension [Dexasone LA],11-digit NDC,Non-Standard,Drug,NDC
44929281,10974007205,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44929188,10715009205,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44927155,853200175,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44927033,814236514,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44926784,701046604,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44926589,615151529,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44926515,603319421,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44926450,591545101,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44926231,536358006,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44926082,485158705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44925908,426846608,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44925585,364039702,Dexamethasone 0.25 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44924962,223649602,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44924817,182166919,Dexamethasone 6 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44924410,115310001,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44924343,950088,dexamethasone 1.5mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44924342,95008610,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44924341,950086,dexamethasone 1.5mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44923994,690178,"dexamethasone sodium phosphate 4mg/mL INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; INTRAVENOUS; SOFT TISSUE INJECTION, SOLUTION",9-digit NDC,Non-Standard,Drug,NDC
44923926,63310414,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44923907,58080705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44923880,54418625,Dexamethasone 6 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44923762,32322001,Dexamethasone 4 MG Oral Tablet [Dexone],11-digit NDC,Non-Standard,Drug,NDC
44923489,6002068,Dexamethasone 0.25 MG Oral Tablet [Decadron],11-digit NDC,Non-Standard,Drug,NDC
44922855,68258897202,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44922440,67457042312,1 ML Dexamethasone phosphate 4 MG/ML Injection,11-digit NDC,Non-Standard,Drug,NDC
44922136,66267006630,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44919902,58016096580,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44919901,58016096525,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44919737,58016078181,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44919736,58016078129,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44919735,58016078108,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44919124,57866358103,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44918867,55887016530,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44918728,55289090310,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44917998,548681744,dexamethasone 1.5mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44917902,54748058705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44917698,54569302701,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44917577,54237047708,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44917478,53791058730,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44917195,52959039212,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44916227,50989043712,Dexamethasone 2 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44915104,44183050921,{21 (Dexamethasone 1.5 MG Oral Tablet) } Pack [Zema Pak 6 Day],11-digit NDC,Non-Standard,Drug,NDC
44913375,21695084830,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44910339,866033405,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44910238,826013205,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44910200,814236030,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44909986,719311986,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44909969,719127815,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44909535,580011301,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44909435,541070909,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44909362,536045290,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44909158,469096303,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44909157,469096300,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44908948,405431301,Dexamethasone 0.25 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44908102,223740505,Dexamethasone 24 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44908101,223739005,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44908075,223079102,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44907918,182048810,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44907126,694545,"dexamethasone sodium phosphate 4mg/mL INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; INTRAVENOUS; SOFT TISSUE INJECTION, SOLUTION",9-digit NDC,Non-Standard,Drug,NDC
44907104,69017902,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44907103,69017702,Dexamethasone phosphate 10 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44906999,54818125,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44906998,54817716,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44906982,54418325,Dexamethasone 2 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44906971,54317763,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44906837,32320501,Dexamethasone 0.5 MG Oral Tablet [Dexone],11-digit NDC,Non-Standard,Drug,NDC
44904636,63874044401,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44904454,63629412704,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44903402,60270033710,Dexamethasone 2 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44902903,58016096518,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44902750,58016078167,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44901304,55045211505,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44900915,54868087106,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44900729,54569572900,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44900385,53624009205,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44900278,53235058730,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44900138,52959054710,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44899892,52446014321,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44899419,51432012709,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44898738,49884008412,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44896663,32889058710,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44896633,30727035985,Dexamethasone 4 MG/ML Injectable Solution [Deca],11-digit NDC,Non-Standard,Drug,NDC
44896333,23490541300,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44896114,19162009205,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44893219,904024560,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44893105,839516025,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44892495,603319221,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44892270,555013002,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44891773,405431501,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44891758,402080705,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44891559,364039901,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44891032,247074708,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44889847,69017801,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44889709,52079625,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44889708,52079091,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44889606,32321001,Dexamethasone 0.75 MG Oral Tablet [Dexone],11-digit NDC,Non-Standard,Drug,NDC
44889381,6762866,Dexamethasone 4 MG/ML Injectable Solution [Decadron phosphate],11-digit NDC,Non-Standard,Drug,NDC
44888974,68850000108,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44888083,66336055012,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44888081,66336047906,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44887564,64579002801,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885754,58016096584,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885753,58016096530,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885752,58016096527,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885751,58016096516,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885750,58016096515,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885594,58016078175,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885593,58016078103,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44885178,58016029089,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44884950,57866358101,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44884696,55887037710,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44884292,551542732,"dexamethasone sodium phosphate 4mg/mL INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; INTRAVENOUS; SOFT TISSUE INJECTION, SOLUTION",9-digit NDC,Non-Standard,Drug,NDC
44884091,55045197002,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44883954,54868533401,{35 (Dexamethasone 1.5 MG Oral Tablet) } Pack [DexPak TaperPak Junior 10 Day],11-digit NDC,Non-Standard,Drug,NDC
44883810,54868315700,Dexamethasone 2 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44883409,54569032006,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44883229,53625058710,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44882996,52959054712,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44882521,51813004599,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44881053,47679038120,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44878520,12830050505,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44878502,12634076398,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44878219,11695401701,Dexamethasone 2 MG/ML Injectable Solution [DexaJect],11-digit NDC,Non-Standard,Drug,NDC
44878205,11694004015,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44878017,10811025405,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44875986,839516036,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44875757,779027625,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44875711,731032075,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44875687,723313561,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44875277,603114556,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44874364,364668153,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44874304,364009802,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44874221,349833198,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44873627,223740101,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44873573,191009321,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44873459,182161401,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44873229,166067823,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44872968,95008635,{35 (Dexamethasone 1.5 MG Oral Tablet) } Pack [DexPak TaperPak Junior 10 Day],11-digit NDC,Non-Standard,Drug,NDC
44872523,54817704,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44872486,52079195,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44872170,6762825,Dexamethasone 4 MG/ML Injectable Solution [Decadron phosphate],11-digit NDC,Non-Standard,Drug,NDC
44872130,6006368,Dexamethasone 0.75 MG Oral Tablet [Decadron],11-digit NDC,Non-Standard,Drug,NDC
44871562,68387017221,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44871534,68258916501,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44871111,67457042200,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44868572,58016096587,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44868571,58016096581,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44868570,58016096550,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44868386,58016078170,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44867975,58016029306,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44867706,57706085431,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44866951,55045130807,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44866645,54868092700,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44866333,545690336,dexamethasone 2mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44865910,52959150401,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44865876,52959054720,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44865189,51432012803,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44864499,49884012903,Dexamethasone 6 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44860994,10974007305,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44860926,10811025705,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44860726,10023012990,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44858865,839122816,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44858517,686351304,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44858461,677093502,Dexamethasone 6 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44858428,659250105,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44858399,641037225,Dexamethasone 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44858271,603319121,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44858055,555013202,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44858054,555013105,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44857757,472097228,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44857503,402009205,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44857353,364669953,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44857313,364039801,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44856863,247140230,Dexamethasone 0.1 MG/ML Oral Solution,11-digit NDC,Non-Standard,Drug,NDC
44855770,74352401,Dexamethasone 10 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44855221,6764401,Dexamethasone 8 MG/ML Injectable Suspension [Decadron-LA],11-digit NDC,Non-Standard,Drug,NDC
44855220,6762503,Dexamethasone 4 MG/ML / Lidocaine Hydrochloride 10 MG/ML Injectable Solution [Decadron with Xylocaine],11-digit NDC,Non-Standard,Drug,NDC
44854481,68115043510,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44853325,63874079520,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44853135,63629412904,Dexamethasone 0.75 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44851481,58016096504,Dexamethasone 1.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44851308,58016078197,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44851307,58016078192,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44850918,58016029003,Dexamethasone 0.5 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44850057,551544914,dexamethasone 2mg/1 ORAL TABLET,9-digit NDC,Non-Standard,Drug,NDC
44849572,54868315701,Dexamethasone 2 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44849492,54868087101,Dexamethasone phosphate 4 MG/ML Injectable Solution,11-digit NDC,Non-Standard,Drug,NDC
44849456,54868021802,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
44849132,54171009205,Dexamethasone 8 MG/ML Injectable Suspension [Robadex],11-digit NDC,Non-Standard,Drug,NDC
44848931,53421009205,Dexamethasone 8 MG/ML Injectable Suspension,11-digit NDC,Non-Standard,Drug,NDC
44848830,53002050800,Dexamethasone 4 MG Oral Tablet,11-digit NDC,Non-Standard,Drug,NDC
